canal,tvg_id,categoria,url_original,status,resultado,url_final
Pluto TV Series Acao,PlutoTVSeriesAcao.us,Filmes e Series,https://jmp2.uk/plu-6474ab1da51cb80008bfb5f4.m3u8,OK,200/200,https://jmp2.uk/plu-6474ab1da51cb80008bfb5f4.m3u8
Pluto TV Series Comedia,PlutoTVSeriesComedia.us,Filmes e Series,https://jmp2.uk/plu-655e5bc94261ca000810cb17.m3u8,OK,200/200,https://jmp2.uk/plu-655e5bc94261ca000810cb17.m3u8
Pluto TV Series Criminais,PlutoTVSeriesCriminais.us,Filmes e Series,https://jmp2.uk/plu-6474ab5cdc7a760008745008.m3u8,OK,200/200,https://jmp2.uk/plu-6474ab5cdc7a760008745008.m3u8
Pluto TV Series Drama,PlutoTVSeriesDrama.us,Filmes e Series,https://jmp2.uk/plu-65f060d84e01740008d7421f.m3u8,OK,200/200,https://jmp2.uk/plu-65f060d84e01740008d7421f.m3u8
Pluto TV Series Novelescas,PlutoTVSeriesNovelescas.us,Filmes e Series,https://jmp2.uk/plu-691627e4a29a6123e400b3e0.m3u8,OK,200/200,https://jmp2.uk/plu-691627e4a29a6123e400b3e0.m3u8
Pluto TV Series Sci-Fi (United States),PlutoTVSeriesSciFi.us,Filmes e Series,https://jmp2.uk/plu-63d2ba2f60bc8f0008981a0e.m3u8,OK,200/200,https://jmp2.uk/plu-63d2ba2f60bc8f0008981a0e.m3u8
Pluto TV Shows por Stingray (720p),PlutoTVShowsporStingray.us,Musica,https://jmp2.uk/plu-604b91e0692f770007d9f33f.m3u8,OK,200/200,https://jmp2.uk/plu-604b91e0692f770007d9f33f.m3u8
Pluto TV Terror Trash,PlutoTVTerrorTrash.us,Filmes e Series,https://jmp2.uk/plu-66aa67493a4ad2000806d91b.m3u8,OK,200/200,https://jmp2.uk/plu-66aa67493a4ad2000806d91b.m3u8
Pluto TV Turbo,PlutoTVTurbo.us,Documentarios e Outros,https://jmp2.uk/plu-6014761dfb91870008ea6463.m3u8,OK,200/200,https://jmp2.uk/plu-6014761dfb91870008ea6463.m3u8
Pluto TV Viagens,PlutoTVViagens.us,Documentarios e Outros,https://jmp2.uk/plu-5f32d432d612e50007e56133.m3u8,OK,200/200,https://jmp2.uk/plu-5f32d432d612e50007e56133.m3u8
Pluto TV Vida Real,PlutoTVVidaReal.us,Documentarios e Outros,https://jmp2.uk/plu-5f32d4d9ec194100070c7449.m3u8,OK,200/200,https://jmp2.uk/plu-5f32d4d9ec194100070c7449.m3u8
Primer TV (1080p),PrimerTV.br,Canais Abertos,http://200.194.238.229:8383/live/primer/playlist.m3u8,OK,206/206,http://200.194.238.229:8383/live/primer/playlist.m3u8
Pronto-socorro: Historias De Emergencia,ProntosocorroHistoriasDeEmergencia.us,Documentarios e Outros,https://jmp2.uk/plu-61bb72a7bf8c520007a8fd27.m3u8,OK,200/200,https://jmp2.uk/plu-61bb72a7bf8c520007a8fd27.m3u8
RBATV (720p),RBATV.br,Canais Abertos,https://cdn.live.br1.jmvstream.com/w/LVW-15748/LVW15748_Yed7yzLuRC/playlist.m3u8,OFF,InvalidURL,https://cdn.live.br1.jmvstream.com/w/LVW-15748/LVW15748_Yed7yzLuRC/playlist.m3u8
RCTV Brasil,RCTVBrasil.br,Canais Abertos,https://stmv.webtvninjas.com.br/rctv/rctv/playlist.m3u8,INCONCLUSIVO,geo/auth 403,https://stmv.webtvninjas.com.br/rctv/rctv/playlist.m3u8
Record (720p),Record.br,Canais Abertos,http://170.84.165.204/Record_HD/index.m3u8,INCONCLUSIVO,geo/auth 403,http://170.84.165.204/Record_HD/index.m3u8
Record News (720p),RecordNews.br,Canais Abertos,http://45.162.64.114/RECORD_NEWS/index.m3u8,OK,206/206,http://45.162.64.114/RECORD_NEWS/index.m3u8
Record RS (720p) [Geo-blocked],RecordRS.br,Canais Abertos,https://playpluspoa-lh.akamaihd.net/i/pp_poa@377864/index_720_av-p.m3u8,INCONCLUSIVO,geo/auth 403,https://playpluspoa-lh.akamaihd.net/i/pp_poa@377864/index_720_av-p.m3u8
RecordTV Belem (720p) [Geo-blocked],RecordTVBelem.br,Canais Abertos,https://playpluspa-lh.akamaihd.net/i/pp_pa@377468/index_720_av-p.m3u8,INCONCLUSIVO,geo/auth 403,https://playpluspa-lh.akamaihd.net/i/pp_pa@377468/index_720_av-p.m3u8
RecordTV Brasilia (720p) [Geo-blocked],RecordTVBrasilia.br,Canais Abertos,https://playplusbsa-lh.akamaihd.net/i/pp_bsa@377860/index_720_av-p.m3u8,INCONCLUSIVO,geo/auth 403,https://playplusbsa-lh.akamaihd.net/i/pp_bsa@377860/index_720_av-p.m3u8
RecordTV Goias (720p) [Geo-blocked],RecordTVGoias.br,Canais Abertos,https://playplusgoya-lh.akamaihd.net/i/pp_gna@377833/index_720_av-p.m3u8,INCONCLUSIVO,geo/auth 403,https://playplusgoya-lh.akamaihd.net/i/pp_gna@377833/index_720_av-p.m3u8
RecordTV Interior SP,RecordTVInteriorSP.br,Canais Abertos,http://200.77.176.130:8000/udp/224.0.0.4:49152,OK,200,http://200.77.176.130:8000/udp/224.0.0.4:49152
RecordTV Itapoan (720p) [Geo-blocked],RecordTVItapoan.br,Canais Abertos,https://playplussdr-lh.akamaihd.net/i/pp_sdr@377858/index_720_av-b.m3u8,INCONCLUSIVO,geo/auth 403,https://playplussdr-lh.akamaihd.net/i/pp_sdr@377858/index_720_av-b.m3u8
RecordTV Rio (720p) [Geo-blocked],RecordTVRio.br,Canais Abertos,https://playplusrjo-lh.akamaihd.net/i/pp_rj@377859/index_720_av-p.m3u8,INCONCLUSIVO,geo/auth 403,https://playplusrjo-lh.akamaihd.net/i/pp_rj@377859/index_720_av-p.m3u8
RecordTV Sao Paulo (720p) [Geo-blocked],RecordTVSaoPaulo.br,Canais Abertos,https://playplusspo-lh.akamaihd.net/i/pp_sp@350176/index_720_av-p.m3u8,INCONCLUSIVO,geo/auth 403,https://playplusspo-lh.akamaihd.net/i/pp_sp@350176/index_720_av-p.m3u8
Red Bull TV BR (1080p),RedBullTV.at,Esportes,https://d03ae6b5c6724c24867e97a3dc04934a.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-1026-WORBBRPTFAST-WHALETVPLUS/1026/hls/master/playlist.m3u8,OK,200/200,https://d03ae6b5c6724c24867e97a3dc04934a.mediatailor.us-west-2.amazonaws.com/v1/master/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-1026-WORBBRPTFAST-WHALETVPLUS/1026/hls/master/playlist.m3u8
Rede Brasil (1080p),RedeBrasil.br,Canais Abertos,https://redebrasil.nuvemplay.live/hls/stream.m3u8,OK,206/206,https://redebrasil.nuvemplay.live/hls/stream.m3u8
Rede CNT Rio de Janeiro (720p),RedeCNTRiodeJaneiro.br,Documentarios e Outros,http://45.162.64.114/CNT/index.m3u8,OK,206/206,http://45.162.64.114/CNT/index.m3u8
Rede CNT Salvador (576i),RedeCNTSalvador.br,Canais Abertos,http://168.205.87.198:8555/live/1368/123456/150.m3u8,OFF,failed,http://168.205.87.198:8555/live/1368/123456/150.m3u8
Rede Familia (720p),RedeFamilia.br,Documentarios e Outros,http://168.197.104.22/REDE_FAMILIA/index.m3u8,OK,206/206,http://168.197.104.22/REDE_FAMILIA/index.m3u8
Rede Globo (720p),RedeGlobo.br,Canais Abertos,https://media2.cdntvms.com.br/tv_morena_dorados/index.m3u8,OK,206/206,https://media2.cdntvms.com.br/tv_morena_dorados/index.m3u8
Rede Gospel (1080p),RedeGospel.br,Documentarios e Outros,https://cdn.live.br1.jmvstream.com/w/LVW-8719/LVW8719_AcLVAxWy5J/playlist.m3u8,OK,200/200,https://cdn.live.br1.jmvstream.com/w/LVW-8719/LVW8719_AcLVAxWy5J/playlist.m3u8
Rede Meio Norte (720p),RedeMeioNorte.br,Documentarios e Outros,https://maystreaming.cloudecast.com/redemeio/index.m3u8,OK,206/206,https://maystreaming.cloudecast.com/redemeio/index.m3u8
Rede Metropole (720p),RedeMetropole.br,Canais Abertos,https://cdn-tiva-isaocorp-cloudecast-com.smartbit.co/metropole/index.m3u8,OFF,URLError,https://cdn-tiva-isaocorp-cloudecast-com.smartbit.co/metropole/index.m3u8
Rede Minas (720p),RedeMinas.br,Documentarios e Outros,https://8hzcavccys.zoeweb.tv/redeminas/ngrp:redeminas_all/playlist.m3u8,OK,206/206,https://8hzcavccys.zoeweb.tv/redeminas/ngrp:redeminas_all/playlist.m3u8
Rede NGT (1080p),RedeNGT.br,Documentarios e Outros,https://isaocorp.cloudecast.com/ngt/index.m3u8,OFF,TimeoutError,https://isaocorp.cloudecast.com/ngt/index.m3u8
Rede Premium TV (720p),RedePremiumTV.br,Documentarios e Outros,https://cdn-tiva-stmv2-samcast-com-br.smartbit.co/leonardo9878/leonardo9878/playlist.m3u8,OFF,URLError,https://cdn-tiva-stmv2-samcast-com-br.smartbit.co/leonardo9878/leonardo9878/playlist.m3u8
Rede RC (720p) [Not 24/7],RedeRC.br,Documentarios e Outros,http://tv02.logicahost.com.br:1935/rederc/rederc/live.m3u8,OFF,URLError,http://tv02.logicahost.com.br:1935/rederc/rederc/live.m3u8
Rede Seculo 21 (720p),RedeSeculo21.br,Documentarios e Outros,http://45.162.64.114/REDE_SECULO_21/index.m3u8,OK,206/206,http://45.162.64.114/REDE_SECULO_21/index.m3u8
Rede SPTV (360p),RedeSPTV.br,Canais Abertos,https://video01.logicahost.com.br/websptv/websptv/playlist.m3u8,OK,206/206,https://video01.logicahost.com.br/websptv/websptv/playlist.m3u8
Rede TV! (720p),RedeTV.br,Canais Abertos,http://45.162.64.114/REDE_TV/index.m3u8,OK,206/206,http://45.162.64.114/REDE_TV/index.m3u8
Rede TV! Mais,RedeTVMais.br,Canais Abertos,https://cdn.live.br1.jmvstream.com/webtv/AVJ-15235/playlist/playlist.m3u8,OFF,InvalidURL,https://cdn.live.br1.jmvstream.com/webtv/AVJ-15235/playlist/playlist.m3u8
Rede Vida (720p),RedeVida.br,Documentarios e Outros,http://168.197.104.22/REDE_VIDA/index.m3u8,OK,206/206,http://168.197.104.22/REDE_VIDA/index.m3u8
RedeTV! Parana,RedeTVParana.br,Canais Abertos,https://tv01.zas.media:1936/redetvparana/redetvparana/playlist.m3u8,OK,206/206,https://tv01.zas.media:1936/redetvparana/redetvparana/playlist.m3u8
RIT TV (1080p),RITTV.br,Documentarios e Outros,https://acesso.ecast.site:3648/live/ritlive.m3u8,OK,206/206,https://acesso.ecast.site:3648/live/ritlive.m3u8
Santa Cecilia TV (1080p),SantaCeciliaTV.br,Documentarios e Outros,https://5fb29de4928ea.streamlock.net/2063/2063/playlist.m3u8,OFF,URLError,https://5fb29de4928ea.streamlock.net/2063/2063/playlist.m3u8
SBT Cuiaba,SBTCuiaba.br,Canais Abertos,https://video09.logicahost.com.br/sbtcuiaba/sbtcuiaba/playlist.m3u8,OFF,HTTP 404,https://video09.logicahost.com.br/sbtcuiaba/sbtcuiaba/playlist.m3u8
SBT Interior (720p),SBTInterior.br,Canais Abertos,https://cdn.jmvstream.com/w/LVW-10801/LVW10801_Xvg4R0u57n/playlist.m3u8,OFF,InvalidURL,https://cdn.jmvstream.com/w/LVW-10801/LVW10801_Xvg4R0u57n/playlist.m3u8
SBT Kids (1080p) [Geo-blocked],SBTKids.br,Canais Abertos,https://8994803e454548319ffc0775bc04e0c1.mediatailor.us-east-1.amazonaws.com/v1/master/215c0da80606fed29372070168106400a6ca7e1a/SSAI-TVZyn/index.m3u8,OFF,HTTP 504,https://8994803e454548319ffc0775bc04e0c1.mediatailor.us-east-1.amazonaws.com/v1/master/215c0da80606fed29372070168106400a6ca7e1a/SSAI-TVZyn/index.m3u8
SBT Nacional (720p),SBTNacional.br,Canais Abertos,http://170.84.165.204/SBT_HD/index.m3u8,INCONCLUSIVO,geo/auth 403,http://170.84.165.204/SBT_HD/index.m3u8
SBT News (720p),SBTNews.br,Canais Abertos,https://dai.google.com/linear/hls/event/1XSOdtQ0SH2G8OEmEfGgjQ/master.m3u8,OK,200/200,https://dai.google.com/linear/hls/event/1XSOdtQ0SH2G8OEmEfGgjQ/master.m3u8
SBT Nova Mutum,SBTNovaMutum.br,Canais Abertos,https://video09.logicahost.com.br/sbtmutum/sbtmutum/playlist.m3u8,OFF,HTTP 404,https://video09.logicahost.com.br/sbtmutum/sbtmutum/playlist.m3u8
SBT Rondonopolis,SBTRondonopolis.br,Canais Abertos,https://video09.logicahost.com.br/sbtroo/sbtroo/playlist.m3u8,OFF,HTTP 404,https://video09.logicahost.com.br/sbtroo/sbtroo/playlist.m3u8
Series Classic (720p),SeriesClassic.br,Filmes e Series,https://cdn-tiva-video10-logicahost-com-br.smartbit.co/serieclassic/serieclassic/playlist.m3u8,OFF,URLError,https://cdn-tiva-video10-logicahost-com-br.smartbit.co/serieclassic/serieclassic/playlist.m3u8
Sertao TV (720p),SertaoTV.br,Canais Abertos,http://wz4.dnip.com.br/sertaotv/sertaotv.sdp/playlist.m3u8,OFF,RemoteDisconnected,http://wz4.dnip.com.br/sertaotv/sertaotv.sdp/playlist.m3u8
SESC TV (1080p),SESCTV.br,Documentarios e Outros,https://slbps-ml-sambatech.akamaized.net/samba-live/2472/7424/8a00fe7cc36ac263b2c3e9324497d5ff/video/93a9920d-1b24-4c5e-a7d2-63d5489f59b5_index.m3u8,OFF,HTTP 400,https://slbps-ml-sambatech.akamaized.net/samba-live/2472/7424/8a00fe7cc36ac263b2c3e9324497d5ff/video/93a9920d-1b24-4c5e-a7d2-63d5489f59b5_index.m3u8
Show do Milhao (1080p) [Geo-blocked],ShowdoMilhao.br,Documentarios e Outros,https://d38s7rrdbnh4oy.cloudfront.net/v1/master/215c0da80606fed29372070168106400a6ca7e1a/SSAI-Saudades/index.m3u8,OFF,HTTP 504,https://d38s7rrdbnh4oy.cloudfront.net/v1/master/215c0da80606fed29372070168106400a6ca7e1a/SSAI-Saudades/index.m3u8
SIC TV (720p),SICTV.br,Documentarios e Outros,https://parecisfmlive.brasilstream.com.br/hls/parecisfmlive/index.m3u8,OK,206/206,https://parecisfmlive.brasilstream.com.br/hls/parecisfmlive/index.m3u8
Smithsonian Channel Pluto TV,SmithsonianChannelPlutoTV.us,Documentarios e Outros,https://jmp2.uk/plu-6298bd10d88ef000073f16b7.m3u8,OK,200/200,https://jmp2.uk/plu-6298bd10d88ef000073f16b7.m3u8
Sony Channel (Brazil) (720p),SonyChannel.br,Documentarios e Outros,http://170.83.16.50/SONY_CHANNEL/index.m3u8,OK,206/206,http://170.83.16.50/SONY_CHANNEL/index.m3u8
Sony Movies (720p),SonyMovies.br,Filmes e Series,http://45.162.64.114/SONY_MOVIES/index.m3u8,OK,206/206,http://45.162.64.114/SONY_MOVIES/index.m3u8
SOU TV,SOUTV.br,Canais Abertos,https://video10.logicahost.com.br/soutv/soutv/playlist.m3u8,OK,206/206,https://video10.logicahost.com.br/soutv/soutv/playlist.m3u8
South Park: Colecao Cartman,SouthParkColecaoCartman.us,Desenhos e Animes,https://jmp2.uk/plu-65df71008b24c80008f04281.m3u8,OK,200/200,https://jmp2.uk/plu-65df71008b24c80008f04281.m3u8
South Park: Colecao Kenny,SouthParkColecaoKenny.us,Desenhos e Animes,https://jmp2.uk/plu-65df704366eec8000898e32f.m3u8,OK,200/200,https://jmp2.uk/plu-65df704366eec8000898e32f.m3u8
South Park: Colecao Kyle,SouthParkColecaoKyle.us,Desenhos e Animes,https://jmp2.uk/plu-65df713dec9fda0008b7a81d.m3u8,OK,200/200,https://jmp2.uk/plu-65df713dec9fda0008b7a81d.m3u8
South Park: Colecao Stan,SouthParkColecaoStan.us,Desenhos e Animes,https://jmp2.uk/plu-65df70b0f7f0af0008c3b316.m3u8,OK,200/200,https://jmp2.uk/plu-65df70b0f7f0af0008c3b316.m3u8
SporTV 3 (720p),SporTV3.br,Esportes,http://170.83.49.66:8083/SPORTV3HD/index.m3u8,OK,206/206,http://170.83.49.66:8083/SPORTV3HD/index.m3u8
Star Trek,StarTrek.us,Filmes e Series,https://jmp2.uk/plu-5f99ac4fded33000078f29ab.m3u8,OK,200/200,https://jmp2.uk/plu-5f99ac4fded33000078f29ab.m3u8
Studio Universal Latin America Brazil (720p),StudioUniversalLatinAmerica.us,Documentarios e Outros,http://187.102.210.46/universo/index.m3u8,OK,206/206,http://187.102.210.46/universo/index.m3u8
STZ TV (1080p),STZTV.br,Noticias,https://cdn.live.br1.jmvstream.com/webtv/AVJ-12952/playlist/playlist.m3u8,OFF,InvalidURL,https://cdn.live.br1.jmvstream.com/webtv/AVJ-12952/playlist/playlist.m3u8
Tastemade Brasil (720p),TastemadeBrasil.us,Documentarios e Outros,https://jmp2.uk/plu-5fd1419a3b4f4b000773ba85.m3u8,OK,200/200,https://jmp2.uk/plu-5fd1419a3b4f4b000773ba85.m3u8
TCM 10 HD (1080p),TCM10HD.br,Noticias,https://live.tcm10.com.br/tcm10hd/stream.m3u8,OK,206/206,https://live.tcm10.com.br/tcm10hd/stream.m3u8
TELE 6 (720p),TELE6.bo,Canais Abertos,https://lbgo.bozztv.com/ssh101/ssh101/tele6/playlist.m3u8,OK,200/200,https://lbgo.bozztv.com/ssh101/ssh101/tele6/playlist.m3u8
Terra Viva (720p),TerraViva.br,Documentarios e Outros,http://45.162.64.114/TERRAVIVA/index.m3u8,OK,206/206,http://45.162.64.114/TERRAVIVA/index.m3u8
The Pet Collective Brazil (720p),ThePetCollective.us,Documentarios e Outros,https://jmp2.uk/plu-5f515ebac01c0f00080e8439.m3u8,OK,200/200,https://jmp2.uk/plu-5f515ebac01c0f00080e8439.m3u8
TikTok Radio Brasil (1080p),TikTokRadioBrasil.br,Musica,https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99992529,OK,200/200,https://d1bl6tskrpq9ze.cloudfront.net/hls/master.m3u8?ads.xumo_channelId=99992529
Times Brasil (720p),TimesBrasil.br,Noticias,https://ssai2-ads.api.leiniao.com/global-adinsertion-api/hls/live/v2/21fdb6dd7491406bba86497a24390a25/playlist.m3u8,OFF,InvalidURL,https://ssai2-ads.api.leiniao.com/global-adinsertion-api/hls/live/v2/21fdb6dd7491406bba86497a24390a25/playlist.m3u8
TNT Novelas Brazil (720p),TNTNovelas.us,Filmes e Series,http://45.162.64.114/TNT_NOVELAS/index.m3u8,OK,206/206,http://45.162.64.114/TNT_NOVELAS/index.m3u8
Tokusato,Tokusato.us,Desenhos e Animes,https://jmp2.uk/plu-5ff609de50ab210008025c1b.m3u8,OK,200/200,https://jmp2.uk/plu-5ff609de50ab210008025c1b.m3u8
Trace Brazuca HD (1080p),TraceBrazuca.fr,Musica,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01131-tracetv-tracebrazuca-samsungbr/playlist.m3u8,OK,200/200,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01131-tracetv-tracebrazuca-samsungbr/playlist.m3u8
Travel Box Brazil (720p),TravelBoxBrazil.br,Documentarios e Outros,http://168.197.104.22/TRAVEL_BOX_BRASIL/index.m3u8,OK,206/206,http://168.197.104.22/TRAVEL_BOX_BRASIL/index.m3u8
Turma da Monica (720p),TurmadaMonica.us,Desenhos e Animes,https://jmp2.uk/plu-5f997e44949bc70007a6941e.m3u8,OK,200/200,https://jmp2.uk/plu-5f997e44949bc70007a6941e.m3u8
TV 3 Curitiba,TV3Curitiba.br,Canais Abertos,https://stmv.webtvninjas.com.br/tv3/tv3/playlist.m3u8,INCONCLUSIVO,geo/auth 403,https://stmv.webtvninjas.com.br/tv3/tv3/playlist.m3u8
TV A Critica,TVACritica.br,Documentarios e Outros,https://cdn.live.br1.jmvstream.com/w/LVW-20715/LVW20715_50E3x2MCm2/playlist.m3u8,OFF,InvalidURL,https://cdn.live.br1.jmvstream.com/w/LVW-20715/LVW20715_50E3x2MCm2/playlist.m3u8
TV A Folha (720p),TVAFolha.br,Noticias,https://video01.logicahost.com.br/tvafolha/tvafolha/playlist.m3u8,OK,206/206,https://video01.logicahost.com.br/tvafolha/tvafolha/playlist.m3u8
TV Adorar (720p),TVAdorar.br,Canais Abertos,https://cdn-tiva-isaocorp-cloudecast-com.smartbit.co/tvadorar/index.m3u8,OFF,URLError,https://cdn-tiva-isaocorp-cloudecast-com.smartbit.co/tvadorar/index.m3u8
TV Aldeia (720p),TVAldeia.br,Canais Abertos,https://stmv1.samcast.com.br/giovane7843/giovane7843/playlist.m3u8,OK,206/206,https://stmv1.samcast.com.br/giovane7843/giovane7843/playlist.m3u8
TV Alianca Catarinense (720p),TVAliancaCatarinense.br,Canais Abertos,https://video01.logicahost.com.br/tvalianca/tvalianca/playlist.m3u8,OK,206/206,https://video01.logicahost.com.br/tvalianca/tvalianca/playlist.m3u8
TV Alternativa (410p),TVAlternativa.br,Canais Abertos,https://stmv5.samcast.com.br/wagner7919/wagner7919/playlist.m3u8,OK,206/206,https://stmv5.samcast.com.br/wagner7919/wagner7919/playlist.m3u8
TV Aparecida (720p),TVAparecida.br,Documentarios e Outros,http://45.162.64.114/TV_APARECIDA/index.m3u8,OK,206/206,http://45.162.64.114/TV_APARECIDA/index.m3u8
TV Arapuan (720p),TVArapuan.br,Canais Abertos,https://5b7f3c45ab7c2.streamlock.net/arapuan/ngrp:arapuan_all/playlist.m3u8,OK,206/206,https://5b7f3c45ab7c2.streamlock.net/arapuan/ngrp:arapuan_all/playlist.m3u8
TV Assembleia Ceara (720p),TVAssembleiaCeara.br,Canais Abertos,https://jjn5dkk9bd.zoeweb.tv/z404-live/stream/playlist.m3u8,OFF,HTTP 503,https://jjn5dkk9bd.zoeweb.tv/z404-live/stream/playlist.m3u8
TV Assembleia Piaui,TVAssembleiaPiaui.br,Canais Abertos,https://stmv1.srvstm.com/piaui8071/piaui8071/playlist.m3u8,OK,206/206,https://stmv1.srvstm.com/piaui8071/piaui8071/playlist.m3u8
"like Gecko) Chrome/129.0.0.0 Safari/537.36"" group-title=""Canais Abertos"",TV Bahia (1080i)",TVBahia.br,Canais Abertos,http://hls1.sua.tv/live/globotvbahiafhdbr2/s.m3u8,OK,206/206,http://hls1.sua.tv/live/globotvbahiafhdbr2/s.m3u8
TV Birigui (640p),TVBirigui.br,Canais Abertos,https://59f2354c05961.streamlock.net:1443/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8,OFF,URLError,https://59f2354c05961.streamlock.net:1443/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8
TV Brasil (720p),TVBrasil.br,Canais Abertos,http://45.162.64.114/TV_BRASIL/index.m3u8,OK,206/206,http://45.162.64.114/TV_BRASIL/index.m3u8
TV Brasil Oeste (720p),TVBrasilOeste.br,Canais Abertos,https://5ad482a77183d.streamlock.net/operacaotbomt.com/operacaotbomt.com/playlist.m3u8,INCONCLUSIVO,geo/auth 403,https://5ad482a77183d.streamlock.net/operacaotbomt.com/operacaotbomt.com/playlist.m3u8
TV BRICS Portuguese (1080p),TVBRICSPortuguese.br,Canais Abertos,https://porbrics.mediacdn.ru/cdn/brics/portuguese/playlist.m3u8,OK,206/206,https://porbrics.mediacdn.ru/cdn/brics/portuguese/playlist.m3u8
TV Brusque (720p),TVBrusque.br,Noticias,https://5ad482a77183d.streamlock.net/rodrigotvbrusque.com.br/5d880199c902eb4a1e8df00d/playlist.m3u8,OK,206/206,https://5ad482a77183d.streamlock.net/rodrigotvbrusque.com.br/5d880199c902eb4a1e8df00d/playlist.m3u8
TV Camara 2 (1080p) [Not 24/7],TVCamara2.br,Canais Abertos,https://stream3.camara.gov.br/tv2/manifest.m3u8,OFF,HTTP 404,https://stream3.camara.gov.br/tv2/manifest.m3u8
TV Camara (Brazil) (1080p),TVCamara.br,Canais Abertos,https://stream3.camara.gov.br/tv1/manifest.m3u8,OK,200/200,https://stream3.camara.gov.br/tv1/manifest.m3u8
TV Camara Salvador (288p) [Not 24/7],TVCamaraSalvador.br,Canais Abertos,https://596639ebdd89b.streamlock.net/8114/8114/playlist.m3u8,OFF,URLError,https://596639ebdd89b.streamlock.net/8114/8114/playlist.m3u8
TV Cancao Nova (720p),TVCancaoNova.br,Documentarios e Outros,http://45.162.64.114/CANCAO_NOVA/index.m3u8,OK,206/206,http://45.162.64.114/CANCAO_NOVA/index.m3u8
TV Carioca (720p),TVCarioca.br,Canais Abertos,https://cdn-tiva-video03-logicahost-com-br.smartbit.co/cariocainternacional1/cariocainternacional1/playlist.m3u8,OFF,URLError,https://cdn-tiva-video03-logicahost-com-br.smartbit.co/cariocainternacional1/cariocainternacional1/playlist.m3u8
TV Cidade de Petropolis (1080p) [Not 24/7],TVCidadedePetropolis.br,Documentarios e Outros,https://video01.kshost.com.br:4443/inside2133/inside2133/playlist.m3u8,OFF,URLError,https://video01.kshost.com.br:4443/inside2133/inside2133/playlist.m3u8
TV Cidade Verde Cuiaba,TVCidadeVerdeCuiaba.br,Documentarios e Outros,https://televisaocidadeverde.brasilstream.com.br/hls/televisaocidadeverde/index.m3u8,OK,206/206,https://televisaocidadeverde.brasilstream.com.br/hls/televisaocidadeverde/index.m3u8
TV Clube (720p),TVClube.br,Documentarios e Outros,https://5c483b9d1019c.streamlock.net/8186/8186/playlist.m3u8,OK,206/206,https://5c483b9d1019c.streamlock.net/8186/8186/playlist.m3u8
TV Comunitaria (360p),TVComunitaria.br,Canais Abertos,https://5b7f3c45ab7c2.streamlock.net/8008/smil:8008.smil/playlist.m3u8?DVR=,OK,206/206,https://5b7f3c45ab7c2.streamlock.net/8008/smil:8008.smil/playlist.m3u8?DVR=
TV Cultura (720p),TVCultura.br,Canais Abertos,http://45.162.64.114/TV_CULTURA/index.m3u8,OK,206/206,http://45.162.64.114/TV_CULTURA/index.m3u8
TV Curuca (360p),TVCuruca.br,Documentarios e Outros,https://stmv1.srvif.com/tvcurucasp/tvcurucasp/playlist.m3u8,OK,206/206,https://stmv1.srvif.com/tvcurucasp/tvcurucasp/playlist.m3u8
TV das Artes (360p),TVdasArtes.br,Documentarios e Outros,http://tv02.logicahost.com.br:1935/tvdasartes/tvdasartes/playlist.m3u8,OFF,URLError,http://tv02.logicahost.com.br:1935/tvdasartes/tvdasartes/playlist.m3u8
TV Destak (360p),TVDestak.br,Canais Abertos,http://tv02.logicahost.com.br:1935/pascoal/pascoal/live.m3u8,OFF,URLError,http://tv02.logicahost.com.br:1935/pascoal/pascoal/live.m3u8
TV Diario Macapa (1080p) [Not 24/7],TVDiarioMacapa.br,Canais Abertos,https://5ad482a77183d.streamlock.net/marliomelohotmail.com/marliomelohotmail.com/playlist.m3u8,INCONCLUSIVO,geo/auth 403,https://5ad482a77183d.streamlock.net/marliomelohotmail.com/marliomelohotmail.com/playlist.m3u8
TV Difusao (720p),TVDifusao.br,Canais Abertos,https://tvdsoultv.acessaradios.com.br/tvdsoultv/tvdsoultv.stream/playlist.m3u8,OK,206/206,https://tvdsoultv.acessaradios.com.br/tvdsoultv/tvdsoultv.stream/playlist.m3u8
TV Difusora Leste (1080p),TVDifusoraLeste.br,Canais Abertos,https://stream.amsolution.net.br:8443/live/60d0a8ea6b884/index.m3u8,OFF,HTTP 404,https://stream.amsolution.net.br:8443/live/60d0a8ea6b884/index.m3u8
TV Digital Birigui (640p),TVDigitalBirigui.br,Documentarios e Outros,http://wse01.logicahost.com.br:1935/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8,OFF,URLError,http://wse01.logicahost.com.br:1935/tvdigitalbirigui/_definst_/tvdigitalbirigui/playlist.m3u8
TV Empire (720p),TVEmpire.br,Documentarios e Outros,https://5d82644094cc0.streamlock.net/empiremagazinetv/empiremagazinetv/playlist.m3u8,OFF,URLError,https://5d82644094cc0.streamlock.net/empiremagazinetv/empiremagazinetv/playlist.m3u8
